Date,Open,High,Low,Last,Close
2014-08-21,100.57,100.94,100.11,100.58,33421900
2014-08-20,100.44,101.09,99.95,100.57,52612800
2014-08-19,99.41,100.68,99.32,100.53,69274700
2014-08-18,98.49,99.37,97.98,99.16,47572000
2014-08-15,97.9,98.19,96.86,97.98,48951000
2014-08-14,97.33,97.57,96.8,97.5,28116000
2014-08-13,96.15,97.24,96.04,97.24,31916000
2014-08-12,96.04,96.88,95.61,95.97,33795000
2014-08-11,95.27,96.08,94.8355,95.99,36585000
2014-08-08,94.26,94.82,93.28,94.74,41865000
2014-08-07,94.93,95.95,94.1,94.48,46711000
2014-08-06,94.75,95.48,94.71,94.96,38558000
2014-08-05,95.36,95.68,94.36,95.12,55933000
2014-08-04,96.37,96.58,95.17,95.59,39958000
2014-08-01,94.9,96.62,94.81,96.13,48511000
2014-07-31,97.16,97.45,95.33,95.6,56843000
2014-07-30,98.44,98.7,97.67,98.15,33010000
2014-07-29,99.33,99.44,98.25,98.38,43143000
2014-07-28,97.82,99.24,97.55,99.02,55318000
2014-07-25,96.85,97.84,96.64,97.671,43469000
2014-07-24,97.035,97.32,96.42,97.03,45729000
2014-07-23,95.42,97.88,95.17,97.19,92918000
2014-07-22,94.68,94.89,94.12,94.72,55197000
2014-07-21,94.99,95,93.72,93.939,39079000
2014-07-18,93.62,94.74,93.02,94.43,49988000
2014-07-17,95.03,95.279,92.57,93.0899,57298000
2014-07-16,96.97,97.1,94.74,94.78,53502000
2014-07-15,96.8,96.85,95.03,95.32,45477900
2014-07-14,95.86,96.89,95.65,96.45,42810000
2014-07-11,95.36,95.89,94.8625,95.22,34018000
2014-07-10,93.76,95.55,93.52,95.035,39686000
2014-07-09,95.44,95.95,94.76,95.39,36436000
2014-07-08,96.27,96.8,93.92,95.35,65222000
2014-07-07,94.14,95.99,94.1,95.968,56468000
2014-07-03,93.67,94.1,93.2,94.03,22891800
2014-07-02,93.865,94.06,93.09,93.48,28465000
2014-07-01,93.52,94.07,93.13,93.52,38223000
2014-06-30,92.1,93.725,92.09,92.93,49589000
2014-06-27,90.82,92,90.77,91.98,64029000
2014-06-26,90.37,91.05,89.8,90.9,32629000
2014-06-25,90.21,90.7,89.65,90.36,36869000
2014-06-24,90.75,91.74,90.19,90.28,39036000
2014-06-23,91.32,91.62,90.6,90.83,43694000
2014-06-20,91.85,92.55,90.9,90.91,100898000
2014-06-19,92.29,92.3,91.3389,91.86,35528000
2014-06-18,92.27,92.29,91.35,92.18,33514000
2014-06-17,92.31,92.7,91.8,92.08,29726000
2014-06-16,91.51,92.75,91.45,92.2,35561000
2014-06-13,92.2,92.44,90.88,91.28,54525000
2014-06-12,94.04,94.12,91.9,92.29,54749000
2014-06-11,94.13,94.76,93.47,93.86,45681000
2014-06-10,94.73,95.05,93.57,94.25,62777000
2014-06-09,92.7,93.88,91.75,93.7,75414997
2014-06-06,649.9,651.26,644.47,645.57,12497800
2014-06-05,646.2,649.3699,642.61,647.35,10850200
2014-06-04,637.44,647.89,636.11,644.82,11981500
2014-06-03,628.46,638.74,628.25,637.54,10453900
2014-06-02,633.96,634.83,622.5,628.65,13191100
2014-05-30,637.98,644.17,628.9,633,20143600
2014-05-29,627.85,636.87,627.77,635.38,13445500
2014-05-28,626.02,629.83,623.78,624.01,11267200
2014-05-27,615.88,625.86,615.63,625.63,12459500
2014-05-23,607.25,614.7293,606.47,614.13,8293200
2014-05-22,606.6,609.85,604.1,607.27,7170000
2014-05-21,603.83,606.7,602.06,606.31,7030700
2014-05-20,604.51,606.4,600.73,604.71,8387000
2014-05-19,597.85,607.33,597.33,604.59,11348400
2014-05-16,588.63,597.53,585.4,597.51,9866300
2014-05-15,594.7,596.6,588.04,588.82,8244500
2014-05-14,592.43,597.4,591.74,593.87,5943000
2014-05-13,592,594.54,590.7,593.76,5704900
2014-05-12,587.49,593.66,587.4,592.83,7614600
2014-05-09,584.54,586.25,580.33,585.5425,10414200
2014-05-08,588.25,594.41,586.4,587.99,8224900
2014-05-07,595.25,597.29,587.73,592.33,10102300
2014-05-06,601.8,604.4099,594.41,594.41,13377300
2014-05-05,590.14,601,590,600.96,10252400
2014-05-02,592.34,594.2,589.71,592.58,6839800
2014-05-01,592,594.8,586.36,591.48,8716000
2014-04-30,592.64,599.43,589.8,590.09,16308600
2014-04-29,593.74,595.98,589.51,592.33,12049200
2014-04-28,572.8,595.75,572.55,594.09,23910200
2014-04-25,564.53,571.99,563.96,571.94,13938400
2014-04-24,568.21,570,560.73,567.77,27139700
2014-04-23,529.06,531.13,524.45,524.75,14105000
2014-04-22,528.31,531.826,526.501,531.699,7234400
2014-04-21,525.34,532.14,523.96,531.17,6519600
2014-04-17,520,527.76,519.2,524.94,10154800
2014-04-16,518.05,521.09,514.1354,519.01,7670200
2014-04-15,520.27,521.64,511.33,517.9599,9517500
2014-04-14,521.9,522.16,517.21,521.68,7345500
2014-04-11,519,522.83,517.14,519.61,9704200
2014-04-10,530.68,532.24,523.17,523.48,8559000
2014-04-09,522.64,530.49,522.02,530.32,7363200
2014-04-08,525.19,526.12,518.7001,523.44,8710300
2014-04-07,528.02,530.9,521.89,523.47,10351800
2014-04-04,539.81,540,530.58,531.82,9830400
2014-04-03,541.39,542.5,537.64,538.79,5798000
2014-04-02,542.38,543.48,540.26,542.55,6443600
2014-04-01,537.76,541.87,536.77,541.65,7170000
2014-03-31,539.23,540.81,535.93,536.74,6023900
2014-03-28,538.32,538.9399,534.25,536.86,7163000
2014-03-27,540.015,541.5,535.1201,537.46,7929700
2014-03-26,546.52,549,538.86,539.78,10706000
2014-03-25,541.5,545.75,539.59,544.99,10081900
2014-03-24,538.42,540.5,535.06,539.19,12703600
2014-03-21,531.93,533.75,526.33,532.87,13358800
2014-03-20,529.89,532.67,527.35,528.7,7442800
2014-03-19,532.26,536.24,529,531.26,8027000
2014-03-18,525.9,531.97,525.2001,531.4,7487400
2014-03-17,527.7,529.97,525.85,526.74,7126600
2014-03-14,528.79,530.89,523,524.69,8471400
2014-03-13,537.44,539.66,529.16,530.65,9205100
2014-03-12,534.51,537.35,532,536.61,7118800
2014-03-11,535.45,538.74,532.59,536.09,9972300
2014-03-10,528.36,533.33,528.3391,530.92,6378000
2014-03-07,531.09,531.98,526.05,530.44,7883200
2014-03-06,532.79,534.4399,528.1,530.75,6624600
2014-03-05,530.92,534.75,529.13,532.36,7145100
2014-03-04,531,532.64,527.77,531.24,9255000
2014-03-03,523.42,530.65,522.81,527.76,8527900
2014-02-28,529.08,532.75,522.12,526.24,13284600
2014-02-27,517.14,528.78,516.05,527.67,10781500
2014-02-26,523.61,525,515.6,517.35,9864900
2014-02-25,529.38,529.565,521,522.06,8284000
2014-02-24,523.15,529.9199,522.42,527.55,10318200
2014-02-21,532.7927,534.57,524.6,525.25,9956600
2014-02-20,532.99,537,529,531.15,10923500
2014-02-19,544.75,546.89,534.35,537.37,11206000
2014-02-18,546,551.19,545.61,545.99,9294700
2014-02-14,542.47,545.9799,541.21,543.99,9747300
2014-02-13,534.66,544.85,534.2,544.43,10978500
2014-02-12,536.95,539.56,533.24,535.92,11003600
2014-02-11,530.61,537.75,529.5,535.96,10080600
2014-02-10,518.66,531.99,518,528.99,12341400
2014-02-07,521.38,522.9299,517.38,519.68,13224300
2014-02-06,510.06,513.5,507.81,512.51,9205900
2014-02-05,506.56,515.28,506.2519,512.59,11726600
2014-02-04,505.85,509.46,502.76,508.79,13452900
2014-02-03,502.61,507.73,499.3,501.53,14338000
2014-01-31,495.18,501.53,493.55,500.6,16599900
2014-01-30,502.54,506.5,496.7,499.782,24232200
2014-01-29,503.95,507.37,498.62,500.75,17957500
2014-01-28,508.76,515,502.07,506.5,38054400
2014-01-27,550.07,554.8,545.75,550.5,19817100
2014-01-24,554,555.62,544.75,546.07,15334100
2014-01-23,549.94,556.5,544.8064,556.18,14401400
2014-01-22,550.9147,557.29,547.81,551.51,13570900
2014-01-21,540.99,550.07,540.42,549.07,11733100
2014-01-17,551.48,552.07,539.9,540.67,15240700
2014-01-16,554.9,556.85,551.68,554.25,8188500
2014-01-15,553.52,560.2,551.66,557.36,13987100
2014-01-14,538.22,546.73,537.66,546.39,11877200
2014-01-13,529.91,542.5,529.88,535.73,13517600
2014-01-10,539.83,540.8,531.11,532.94,10892000
2014-01-09,546.8,546.86,535.3501,536.519,9969600
2014-01-08,538.81,545.56,538.69,543.46,9233200
2014-01-07,544.32,545.96,537.925,540.0375,11328900
2014-01-06,537.45,546.8,533.6,543.93,14736100
2014-01-03,552.86,553.7,540.43,540.98,14016700
2014-01-02,555.68,557.03,552.021,553.13,8381600
2013-12-31,554.17,561.28,554,561.02,7967300
2013-12-30,557.46,560.09,552.321,554.52,9058200
2013-12-27,563.82,564.41,559.5,560.09,8067300
2013-12-26,568.1,569.5,563.376,563.9,7286000
2013-12-24,569.89,571.88,566.03,567.67,5984100
2013-12-23,568,570.72,562.76,570.09,17903800
2013-12-20,545.43,551.61,544.8175,549.02,15586200
2013-12-19,549.5,550,543.7301,544.46,11439600
2013-12-18,549.7,551.45,538.8,550.77,20209400
2013-12-17,555.81,559.44,553.375,554.99,8210800
2013-12-16,555.02,562.6389,555.01,557.5,10092600
2013-12-13,562.85,562.88,553.67,554.43,11886500
2013-12-12,562.1415,565.34,560.03,560.54,9367500
2013-12-11,567,570.97,559.69,561.36,12847100
2013-12-10,563.58,567.88,561.2,565.55,9938200
2013-12-09,560.9001,569.58,560.9001,566.43,11446200
2013-12-06,565.79,566.75,559.57,560.02,12298300
2013-12-05,572.65,575.1358,566.41,567.901,15985000
2013-12-04,565.5,569.19,560.82,565,13493200
2013-12-03,558.3,566.38,557.68,566.322,16106000
2013-12-02,558,564.3299,550.82,551.23,16876600
2013-11-29,549.48,558.33,547.81,556.07,11361700
2013-11-27,536.3098,546,533.4,545.96,12980300
2013-11-26,524.12,536.14,524,533.4,14335100
2013-11-25,521.02,525.87,521,523.74,8189700
2013-11-22,519.52,522.16,518.53,519.8,7990200
2013-11-21,517.6,521.21,513.67,521.136,9358100
2013-11-20,519.23,520.42,514.33,515,6925600
2013-11-19,519.03,523.38,517.97,519.55,7462100
2013-11-18,524.99,527.19,518.2,518.629,8748000
2013-11-15,526.58,529.09,524.49,524.991,11354300
2013-11-14,522.81,529.28,521.87,528.16,10086400
2013-11-13,518,522.25,516.96,520.634,7043600
2013-11-12,517.67,523.92,517,520.01,7295600
2013-11-11,519.99,521.67,514.41,519.048,8123300
2013-11-08,514.58,521.13,512.59,520.56,9975600
2013-11-07,519.58,523.19,512.38,512.492,9379300
2013-11-06,524.15,524.86,518.2,520.92,7977700
2013-11-05,524.58,528.885,523,525.449,9471900
2013-11-04,521.1,526.82,518.81,526.75,8736700
2013-11-01,524.02,524.8,515.84,520.03,9817500
2013-10-31,525,527.49,521.27,522.702,9846300
2013-10-30,519.61,527.52,517.02,524.896,12648700
2013-10-29,536.27,539.25,514.54,516.678,22707400
2013-10-28,529.04,531,523.21,529.876,19658600
2013-10-25,531.315,533.23,525.11,525.958,12064000
2013-10-24,525,532.47,522.45,531.91,13741600
2013-10-23,519,525.67,519,524.96,11204400
2013-10-22,526.405,528.4496,508.03,519.8675,19073700
2013-10-21,511.77,524.3,511.52,521.362,14218100
2013-10-18,505.99,509.26,505.71,508.89,10376500
2013-10-17,499.98,504.78,499.68,504.5,9056900
2013-10-16,500.79,502.53,499.23,501.114,8967900
2013-10-15,497.505,502,495.52,498.68,11431200
2013-10-14,489.83,497.58,489.35,496.04,9353500
2013-10-11,486.99,493.84,485.16,492.812,9562100
2013-10-10,491.32,492.38,487.04,489.638,9950100
2013-10-09,484.64,487.79,478.28,486.588,10775900
2013-10-08,489.94,490.64,480.54,480.94,10389900
